URL,Probability,Produkt,Watt,Spannung,Preis,MwSt,Bestellnummer,Artikelnummer,Technische Daten,Zubeh√∂r
https://fein.com/de_de/maschinen/kernbohren-metall/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NjcxMjtzOjExOiIAKgBjYXRlZ29yeSI7czoxMToiYWNjZXNzb3JpZXMiO3M6MTM6IgAqAGl0ZW1zQ291bnQiO2k6MTtzOjE3OiIAKgBpdGVtUmVwb3NpdG9yeSI7czo1NjoiXE1vc2FpcVxNcVByb2R1Y3RzQ3VzdG9tXERvbWFpblxSZXBvc2l0b3J5XFByb1JlcG9zaXRvcnkiO3M6OToiACoAbGF5b3V0IjtzOjE1OiJidG5GYXZvcml0ZUNhcmQiO3M6MTc6IgAqAGFkZGl0aW9uYWxEYXRhIjthOjI6e3M6MTQ6InByb09yZGVyTnVtYmVyIjtzOjExOiIzMzkwMTY4MDQzMCI7czo4OiJwcm9UaXRsZSI7czo0NToiVHJ1Y2tmcmFtZS1TZXQgMy80IGluIFdlbGRvbiAvIEhTUyBTUEVDSUFMIDI1Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=27f1179a7903765c2079bdeed6e054f7,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NjcxMjtzOjExOiIAKgBjYXRlZ29yeSI7czoxMToiYWNjZXNzb3JpZXMiO3M6MTM6IgAqAGl0ZW1zQ291bnQiO2k6MTtzOjE3OiIAKgBpdGVtUmVwb3NpdG9yeSI7czo1NjoiXE1vc2FpcVxNcVByb2R1Y3RzQ3VzdG9tXERvbWFpblxSZXBvc2l0b3J5XFByb1JlcG9zaXRvcnkiO3M6OToiACoAbGF5b3V0IjtzOjE1OiJidG5GYXZvcml0ZUNhcmQiO3M6MTc6IgAqAGFkZGl0aW9uYWxEYXRhIjthOjI6e3M6MTQ6InByb09yZGVyTnVtYmVyIjtzOjExOiIzMzkwMTY4MDQzMCI7czo4OiJwcm9UaXRsZSI7czo0NToiVHJ1Y2tmcmFtZS1TZXQgMy80IGluIFdlbGRvbiAvIEhTUyBTUEVDSUFMIDI1Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215452&cHash=27f1179a7903765c2079bdeed6e054f7,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiY29tcGFyZSI7czo3OiIAKgBpdGVtIjtpOjI0NTM5ODtzOjExOiIAKgBjYXRlZ29yeSI7Tzo2NjoiTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXEVudGl0eVxDb21wYXJpc29uTGlzdENhdGVnb3J5RW50aXR5IjozOntzOjY6IgAqAHVpZCI7aTo5ODtzOjE0OiIAKgBpbnRlcm5hbF9pZCI7aTo4MTUxOTtzOjg6IgAqAHRpdGxlIjtzOjk6IlVuaXZlcnNhbCI7fXM6MTM6IgAqAGl0ZW1zQ291bnQiO2k6MTtzOjE3OiIAKgBpdGVtUmVwb3NpdG9yeSI7czo1NjoiXE1vc2FpcVxNcVByb2R1Y3RzQ3VzdG9tXERvbWFpblxSZXBvc2l0b3J5XFByb1JlcG9zaXRvcnkiO3M6OToiACoAbGF5b3V0IjtzOjE0OiJidG5Db21wYXJlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjUwOiJLQlUgMzUgUVcgRmFicmljYXRvciBNMTIgVGFwcGluZy1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=58ca34052138118220ebb7969a228d04,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiY29tcGFyZSI7czo3OiIAKgBpdGVtIjtpOjI0NTM5ODtzOjExOiIAKgBjYXRlZ29yeSI7Tzo2NjoiTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXEVudGl0eVxDb21wYXJpc29uTGlzdENhdGVnb3J5RW50aXR5IjozOntzOjY6IgAqAHVpZCI7aTo5ODtzOjE0OiIAKgBpbnRlcm5hbF9pZCI7aTo4MTUxOTtzOjg6IgAqAHRpdGxlIjtzOjk6IlVuaXZlcnNhbCI7fXM6MTM6IgAqAGl0ZW1zQ291bnQiO2k6MTtzOjE3OiIAKgBpdGVtUmVwb3NpdG9yeSI7czo1NjoiXE1vc2FpcVxNcVByb2R1Y3RzQ3VzdG9tXERvbWFpblxSZXBvc2l0b3J5XFByb1JlcG9zaXRvcnkiO3M6OToiACoAbGF5b3V0IjtzOjE0OiJidG5Db21wYXJlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjUwOiJLQlUgMzUgUVcgRmFicmljYXRvciBNMTIgVGFwcGluZy1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215452&cHash=58ca34052138118220ebb7969a228d04,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NjgwMDtzOjExOiIAKgBjYXRlZ29yeSI7czo4OiJtYWNoaW5lcyI7czoxMzoiACoAaXRlbXNDb3VudCI7aToxO3M6MTc6IgAqAGl0ZW1SZXBvc2l0b3J5IjtzOjU2OiJcTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXFJlcG9zaXRvcnlcUHJvUmVwb3NpdG9yeSI7czo5OiIAKgBsYXlvdXQiO3M6MTU6ImJ0bkZhdm9yaXRlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzMyMzY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjY0OiJLQkMgMzYgTUFHRk9SQ0UgU3RydWN0dXJhbCBTdGVlbC1TZXQgMy80IGluIFdlbGRvbiAvIEhTUyBOT1ZBIDI1IjtzOjExOiJwcm9IZWFkbGluZSI7czo0MToiQ29tcGFjdC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzYgbW0iO319&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=a29213cfe7122d8f42c15b12dd2745b5,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NjgwMDtzOjExOiIAKgBjYXRlZ29yeSI7czo4OiJtYWNoaW5lcyI7czoxMzoiACoAaXRlbXNDb3VudCI7aToxO3M6MTc6IgAqAGl0ZW1SZXBvc2l0b3J5IjtzOjU2OiJcTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXFJlcG9zaXRvcnlcUHJvUmVwb3NpdG9yeSI7czo5OiIAKgBsYXlvdXQiO3M6MTU6ImJ0bkZhdm9yaXRlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzMyMzY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjY0OiJLQkMgMzYgTUFHRk9SQ0UgU3RydWN0dXJhbCBTdGVlbC1TZXQgMy80IGluIFdlbGRvbiAvIEhTUyBOT1ZBIDI1IjtzOjExOiJwcm9IZWFkbGluZSI7czo0MToiQ29tcGFjdC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzYgbW0iO319&tx_mqbasket_list%5BitemsCount%5D=0&type=215452&cHash=a29213cfe7122d8f42c15b12dd2745b5,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/compact/truckframe-set-3-4-in-weldon-hss-special-25-72732365000/,0.6666666666666666,X,,,X,X,X,,X,X
https://fein.com/de_de/maschinen/kernbohren-metall/compact/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjE0NjI0O3M6MTE6IgAqAGNhdGVnb3J5IjtzOjg6Im1hY2hpbmVzIjtzOjEzOiIAKgBpdGVtc0NvdW50IjtpOjE7czoxNzoiACoAaXRlbVJlcG9zaXRvcnkiO3M6NTY6IlxNb3NhaXFcTXFQcm9kdWN0c0N1c3RvbVxEb21haW5cUmVwb3NpdG9yeVxQcm9SZXBvc2l0b3J5IjtzOjk6IgAqAGxheW91dCI7czoxNToiYnRuRmF2b3JpdGVDYXJkIjtzOjE3OiIAKgBhZGRpdGlvbmFsRGF0YSI7YTozOntzOjE0OiJwcm9PcmRlck51bWJlciI7czoxMToiNzI3MDcyNjEwMDAiO3M6ODoicHJvVGl0bGUiO3M6MTA6IktCVSAzNSBQUVciO3M6MTE6InByb0hlYWRsaW5lIjtzOjQzOiJVbml2ZXJzYWwtTWFnbmV0LUtlcm5ib2hybWFzY2hpbmUgYmlzIDM1IG1tIjt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=6320ba2e9783a6c4fa7d3dab243df18b,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/compact/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjE0NjI0O3M6MTE6IgAqAGNhdGVnb3J5IjtzOjg6Im1hY2hpbmVzIjtzOjEzOiIAKgBpdGVtc0NvdW50IjtpOjE7czoxNzoiACoAaXRlbVJlcG9zaXRvcnkiO3M6NTY6IlxNb3NhaXFcTXFQcm9kdWN0c0N1c3RvbVxEb21haW5cUmVwb3NpdG9yeVxQcm9SZXBvc2l0b3J5IjtzOjk6IgAqAGxheW91dCI7czoxNToiYnRuRmF2b3JpdGVDYXJkIjtzOjE3OiIAKgBhZGRpdGlvbmFsRGF0YSI7YTozOntzOjE0OiJwcm9PcmRlck51bWJlciI7czoxMToiNzI3MDcyNjEwMDAiO3M6ODoicHJvVGl0bGUiO3M6MTA6IktCVSAzNSBQUVciO3M6MTE6InByb0hlYWRsaW5lIjtzOjQzOiJVbml2ZXJzYWwtTWFnbmV0LUtlcm5ib2hybWFzY2hpbmUgYmlzIDM1IG1tIjt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215452&cHash=6320ba2e9783a6c4fa7d3dab243df18b,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/universal/kbu-35-qw-72705461000/,0.6666666666666666,X,,,X,X,X,,X,X
https://fein.com/de_de/maschinen/kernbohren-metall/universal/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NTM5NztzOjExOiIAKgBjYXRlZ29yeSI7czo4OiJtYWNoaW5lcyI7czoxMzoiACoAaXRlbXNDb3VudCI7aToxO3M6MTc6IgAqAGl0ZW1SZXBvc2l0b3J5IjtzOjU2OiJcTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXFJlcG9zaXRvcnlcUHJvUmVwb3NpdG9yeSI7czo5OiIAKgBsYXlvdXQiO3M6MTU6ImJ0bkZhdm9yaXRlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDYzMDAwIjtzOjg6InByb1RpdGxlIjtzOjQ0OiJLQlUgMzUgUVcgU3RydWN0dXJhbCBTdGVlbC1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=a0f71074b5db89f108657f68140f2c4b,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/universal/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NTM5NztzOjExOiIAKgBjYXRlZ29yeSI7czo4OiJtYWNoaW5lcyI7czoxMzoiACoAaXRlbXNDb3VudCI7aToxO3M6MTc6IgAqAGl0ZW1SZXBvc2l0b3J5IjtzOjU2OiJcTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXFJlcG9zaXRvcnlcUHJvUmVwb3NpdG9yeSI7czo5OiIAKgBsYXlvdXQiO3M6MTU6ImJ0bkZhdm9yaXRlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDYzMDAwIjtzOjg6InByb1RpdGxlIjtzOjQ0OiJLQlUgMzUgUVcgU3RydWN0dXJhbCBTdGVlbC1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215452&cHash=a0f71074b5db89f108657f68140f2c4b,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/universal/?tx_mqproductscustom_pdf%5Bpro%5D=14519&type=1646&cHash=b141dff132a638a74094fdee7824bee1,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/universal/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiY29tcGFyZSI7czo3OiIAKgBpdGVtIjtpOjI0NTM5ODtzOjExOiIAKgBjYXRlZ29yeSI7Tzo2NjoiTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXEVudGl0eVxDb21wYXJpc29uTGlzdENhdGVnb3J5RW50aXR5IjozOntzOjY6IgAqAHVpZCI7aTo5ODtzOjE0OiIAKgBpbnRlcm5hbF9pZCI7aTo4MTUxOTtzOjg6IgAqAHRpdGxlIjtzOjk6IlVuaXZlcnNhbCI7fXM6MTM6IgAqAGl0ZW1zQ291bnQiO2k6MTtzOjE3OiIAKgBpdGVtUmVwb3NpdG9yeSI7czo1NjoiXE1vc2FpcVxNcVByb2R1Y3RzQ3VzdG9tXERvbWFpblxSZXBvc2l0b3J5XFByb1JlcG9zaXRvcnkiO3M6OToiACoAbGF5b3V0IjtzOjE0OiJidG5Db21wYXJlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjUwOiJLQlUgMzUgUVcgRmFicmljYXRvciBNMTIgVGFwcGluZy1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=de4da76ede6e0fe3f38b4e1eef4e10c6,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/universal/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiY29tcGFyZSI7czo3OiIAKgBpdGVtIjtpOjI0NTM5ODtzOjExOiIAKgBjYXRlZ29yeSI7Tzo2NjoiTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXEVudGl0eVxDb21wYXJpc29uTGlzdENhdGVnb3J5RW50aXR5IjozOntzOjY6IgAqAHVpZCI7aTo5ODtzOjE0OiIAKgBpbnRlcm5hbF9pZCI7aTo4MTUxOTtzOjg6IgAqAHRpdGxlIjtzOjk6IlVuaXZlcnNhbCI7fXM6MTM6IgAqAGl0ZW1zQ291bnQiO2k6MTtzOjE3OiIAKgBpdGVtUmVwb3NpdG9yeSI7czo1NjoiXE1vc2FpcVxNcVByb2R1Y3RzQ3VzdG9tXERvbWFpblxSZXBvc2l0b3J5XFByb1JlcG9zaXRvcnkiO3M6OToiACoAbGF5b3V0IjtzOjE0OiJidG5Db21wYXJlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjUwOiJLQlUgMzUgUVcgRmFicmljYXRvciBNMTIgVGFwcGluZy1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215452&cHash=de4da76ede6e0fe3f38b4e1eef4e10c6,0.0,,,,,,,,,
https://fein.com/de_de/maschinen/kernbohren-metall/universal/?tx_mqbasket_list%5BitemData%5D=Tzo1MjoiTW9zYWlxXE1xQmFza2V0XERvbWFpblxFbnRpdHlcQnV0dG9uc1BhcmFtZXRlckVudGl0eSI6Nzp7czo5OiIAKgBsaXN0SUQiO3M6NzoiZGVmYXVsdCI7czo3OiIAKgBpdGVtIjtpOjI0NTM5ODtzOjExOiIAKgBjYXRlZ29yeSI7czo4OiJtYWNoaW5lcyI7czoxMzoiACoAaXRlbXNDb3VudCI7aToxO3M6MTc6IgAqAGl0ZW1SZXBvc2l0b3J5IjtzOjU2OiJcTW9zYWlxXE1xUHJvZHVjdHNDdXN0b21cRG9tYWluXFJlcG9zaXRvcnlcUHJvUmVwb3NpdG9yeSI7czo5OiIAKgBsYXlvdXQiO3M6MTU6ImJ0bkZhdm9yaXRlQ2FyZCI7czoxNzoiACoAYWRkaXRpb25hbERhdGEiO2E6Mzp7czoxNDoicHJvT3JkZXJOdW1iZXIiO3M6MTE6IjcyNzA1NDY0MDAwIjtzOjg6InByb1RpdGxlIjtzOjUwOiJLQlUgMzUgUVcgRmFicmljYXRvciBNMTIgVGFwcGluZy1TZXQgMy80IGluIFdlbGRvbiI7czoxMToicHJvSGVhZGxpbmUiO3M6NTk6IlVuaXZlcnNhbC1NYWduZXQtS2VybmJvaHJtYXNjaGluZSBiaXMgMzUgbW0gbWl0IEFud2VuZGVyc2V0Ijt9fQ%3D%3D&tx_mqbasket_list%5BitemsCount%5D=0&type=215144&cHash=eac4e4caa82ab7919409f590feea7fca,0.0,,,,,,,,,
